ID_num,dest_ip,source_mac,dest_mac,packet_count,packet_per_sec,byte_count,byte_per_sec,tcp_flags,connection_attempts,unique_ports,protocol,label
1904,25.85.53.246,01:57:58:4d:c9:5e,a6:d7:85:5a:37:3d,21,31,4739,870,SYN,3,7,UDP,Normal
1905,137.59.143.241,e1:84:d7:3c:9e:b7,d7:44:ee:b2:e9:df,4083,637,177170,92833,SYN,4,2,TCP,DDoS
1906,45.166.185.135,98:63:85:10:dd:78,3e:28:cb:93:21:92,227,21,7841,4166,SYN,27,94,TCP,Port Scanning
1907,46.180.24.82,f0:a6:ed:a4:e5:81,36:e6:88:bf:6c:b3,271,46,564,2993,SYN,26,30,TCP,Port Scanning
1908,97.208.54.220,f2:07:f5:09:19:21,9e:da:e3:d5:ad:51,41,8,4940,412,ACK,19,9,UDP,Normal
1909,186.49.250.254,17:8b:e1:08:9f:74,6b:c1:ab:b2:68:59,73,14,1114,305,NONE,3,2,ARP,ARP Poisoning
1910,158.96.210.5,f0:03:49:6b:35:9e,e3:ec:ab:09:4f:92,238,30,987,4325,SYN,74,23,UDP,Port Scanning
1911,47.106.105.10,6a:a8:48:52:93:1f,e6:1b:8c:90:a8:ed,231,59,17133,10941,SYN,142,7,TCP,Brute Force
1912,153.150.141.183,2d:89:20:0b:af:d2,3a:9c:ed:83:f7:ff,3662,755,167315,136599,SYN,7,7,TCP,DDoS
1913,3.161.51.59,ec:03:00:fb:2e:08,1a:3d:7f:14:89:e3,243,29,1286,3046,NONE,36,57,TCP,Port Scanning
1914,179.92.23.222,aa:ec:57:b9:28:e2,83:c0:1a:a0:b3:c1,4992,575,136446,50591,SYN,8,6,TCP,DDoS
1915,192.168.13.105,44:f6:5a:e6:e1:a4,d1:3e:13:f0:d7:c4,1,1.19,1472,83.7,,0,0,ARP,Normal
1916,179.217.161.52,6a:bc:c0:95:1c:7e,e3:5d:b9:80:8a:5e,451,91,16216,2221,SYN,91,1,TCP,Brute Force
1917,179.203.186.97,cb:eb:19:67:b0:d5,46:b1:0d:f5:47:e5,182,66,9048,9697,ACK,140,3,TCP,Brute Force
1918,47.28.49.45,c5:b6:6c:b6:07:76,94:12:b9:c0:03:83,2976,211,98149,77255,ACK,5,5,ICMP,DDoS
1919,25.160.18.103,6a:cc:d7:80:20:da,10:d3:2f:90:70:ff,22,11,2012,109,URG,6,18,TCP,Normal
1920,43.222.130.78,49:48:e8:15:c3:a9,f4:ab:af:49:95:25,27,16,1412,235,NONE,1,2,ARP,ARP Poisoning
1921,198.151.141.24,89:6c:ea:36:6a:81,9a:1e:e5:ae:60:cf,145,38,7289,4345,SYN,78,53,TCP,Port Scanning
1922,133.207.129.30,90:79:a0:ad:83:b2,34:a1:27:91:df:aa,4589,599,147352,103040,SYN,6,1,TCP,DDoS
1923,89.86.238.199,70:bb:84:d4:fd:13,61:c9:1c:b1:1e:64,39,8,1898,650,NONE,3,2,ARP,ARP Poisoning
1924,20.15.0.227,4d:2c:bd:c4:49:04,7f:81:75:0a:af:02,421,70,1133,6765,SYN,199,4,TCP,Brute Force
1925,90.181.16.54,3e:19:f2:e7:23:38,fe:79:72:d4:c3:a4,141,16,8697,7930,SYN,68,3,TCP,Brute Force
1926,251.135.54.38,7f:06:2a:c9:f2:93,51:29:06:5d:ed:68,193,16,2171,11838,SYN,92,8,TCP,Brute Force
1927,32.161.213.242,d8:1d:71:b2:fc:67,c7:a8:9f:3b:a7:60,70,20,5984,1638,SYN,52,96,UDP,Port Scanning
1928,51.128.111.52,f3:90:1d:41:04:a0,a0:4c:f8:f2:56:36,40,2,4613,528,NONE,6,12,ICMP,Normal
1929,160.89.106.164,29:9f:0f:b3:ab:b6,d0:6a:c5:6e:88:17,210,49,85670,4246,,106,1,ARP,ARP Poisoning
1930,115.164.10.210,a8:ac:52:8d:22:bd,90:52:87:93:a9:ed,71,10,1851,639,NONE,4,2,ARP,ARP Poisoning
1931,227.195.137.114,55:9b:cd:d8:73:e8,49:3f:02:a1:2a:24,288,11,12146,3754,SYN,145,4,TCP,Brute Force
1932,54.98.244.139,8e:68:5c:68:20:2d,1a:06:ed:7b:b1:23,52,16,1844,57,NONE,4,1,ARP,ARP Poisoning
1933,183.188.10.6,e6:1f:56:a8:57:95,c3:47:a7:3f:b7:62,74,18,1787,125,NONE,3,1,ARP,ARP Poisoning
1934,200.125.61.107,6e:5d:51:c5:13:f9,7e:74:b8:02:e3:7d,169,21,70465,4518,,86,1,ARP,ARP Poisoning
1935,141.23.212.120,a2:96:ca:c7:05:0e,07:ef:24:d6:10:60,72,2,3661,1330,NONE,10,1,ICMP,Normal
1936,31.218.41.14,45:4c:fa:4e:db:52,aa:9f:e3:c5:75:3b,66,10,1699,204,NONE,4,1,ARP,ARP Poisoning
1937,212.227.112.226,91:f4:3e:ab:01:42,52:09:cd:32:ad:dc,85,45,4871,638,RST,5,4,TCP,Normal
1938,36.203.39.201,4c:8d:2e:57:4f:a2,35:2f:5d:25:a1:b5,187,45,2702,4320,SYN,87,54,TCP,Port Scanning
1939,192.168.95.112,3b:9a:24:a4:b4:7d,13:bd:2d:8d:09:76,15,15.26,3461,1710.27,,3,10,UDP,Normal
1940,221.91.82.251,09:e2:0a:eb:e9:de,fc:fa:d7:fa:2a:de,438,14,8237,12965,SYN,101,8,TCP,Brute Force
1941,245.49.244.66,1c:97:69:84:51:d7,c1:cf:aa:b9:18:12,473,36,14885,8764,SYN,86,7,TCP,Brute Force
1942,88.44.134.255,14:3e:a4:33:81:f1,c2:7d:c0:87:66:ad,143,32,2937,2763,SYN,29,48,TCP,Port Scanning
1943,67.62.163.142,03:cc:38:8c:ee:64,7a:a3:ce:39:51:bf,1073,781,140795,110960,SYN,9,9,UDP,DDoS
1944,155.93.78.195,ee:d8:78:2e:dc:01,ae:5e:14:88:f6:51,4423,811,154900,92935,SYN,2,1,TCP,DDoS
1945,14.174.251.29,8a:22:8b:dd:d0:16,b9:93:57:d5:ee:74,1387,981,90504,65157,ACK,5,3,TCP,DDoS
1946,74.129.249.127,78:a5:1a:92:ca:b7,d6:20:80:ef:88:ba,49,11,1226,424,NONE,1,4,ARP,ARP Poisoning
1947,113.135.120.213,4e:27:f2:6c:3e:3a,db:af:61:e1:58:d9,1539,310,133826,52181,SYN,7,6,TCP,DDoS
1948,207.188.136.245,ce:84:15:64:8d:5b,89:c7:1a:c0:62:25,1495,263,54201,43502,SYN,5,5,TCP,DDoS
1949,207.146.176.46,e9:45:d7:18:d1:d0,1d:7b:f8:cf:5c:2f,250,5,4169,1220,SYN,60,82,TCP,Port Scanning
1950,191.187.211.197,fd:2a:dd:0e:5f:bd,78:72:ed:5a:17:8c,175,34,5692,1502,SYN,99,59,TCP,Port Scanning
1951,192.146.20.69,58:d2:52:14:96:28,bd:4f:7e:fa:a2:5d,272,70,18729,12456,SYN,75,7,TCP,Brute Force
1952,172.127.169.22,be:fa:bb:5b:ac:49,bc:83:bf:55:0a:fe,148,11,4831,1570,SYN,67,35,TCP,Port Scanning
1953,237.159.124.147,35:ba:cd:87:9f:7c,b3:43:e4:df:c3:00,72,39,1838,1686,FIN,17,9,TCP,Normal
1954,99.213.233.202,ea:ef:a8:92:19:ba,4c:6b:6d:90:e7:6f,4717,322,66298,49651,SYN,9,2,UDP,DDoS
1955,201.195.215.28,5a:47:02:3b:fa:2f,9a:34:9d:61:46:e4,95,13,1268,171,NONE,1,2,ARP,ARP Poisoning
1956,52.12.18.30,89:24:43:c9:0b:3f,29:bf:aa:66:fc:2d,337,38,40883,3078,,148,4,ARP,ARP Poisoning
1957,187.34.78.4,67:d1:36:3c:dc:0f,86:a9:7e:c3:1b:c0,1458,838,116643,126894,NONE,6,4,TCP,DDoS
1958,200.23.58.138,81:f1:4c:5b:74:65,38:d6:43:43:40:3e,16,20,3303,701,FIN,16,12,UDP,Normal
1959,79.204.26.125,f9:56:e3:13:0e:cd,c8:c4:be:67:f5:f6,75,38,1243,1593,SYN,2,13,TCP,Normal
1960,242.136.254.137,da:a1:d3:7d:fa:7b,a7:f2:47:45:25:75,297,17,66853,3872,,195,5,ARP,ARP Poisoning
1961,223.14.247.205,c0:2f:af:a6:2b:0b,f0:48:b9:22:96:68,146,69,14385,4132,SYN,118,3,TCP,Brute Force
1962,133.244.93.166,45:1c:23:9d:d5:ec,26:90:b7:e2:c3:c0,172,42,6366,2604,SYN,86,62,TCP,Port Scanning
1963,5.150.66.146,d4:69:c6:8c:a3:38,cf:88:7a:28:9b:c0,1344,593,102878,135693,ACK,3,3,UDP,DDoS
1964,230.156.89.157,43:c7:14:ab:3b:de,e9:eb:b7:a2:48:92,334,75,4275,6567,SYN,96,4,TCP,Brute Force
1965,8.195.15.235,75:5a:9b:5e:3a:ea,c2:7c:8a:fb:16:96,51,40,2975,1476,ACK,11,18,UDP,Normal
1966,192.168.77.179,91:c9:33:31:a4:6e,77:08:87:a6:5c:7d,41,7.26,446,972.48,ACK,4,9,ICMP,Normal
1967,143.33.109.92,0b:a9:a2:6c:92:72,90:4f:05:89:b4:76,127,43,1111,210,SYN,74,75,TCP,Port Scanning
1968,223.149.181.183,27:0c:d1:f4:7e:99,b9:7c:4f:41:3f:d7,69,6,1012,211,NONE,1,3,ARP,ARP Poisoning
1969,127.39.4.76,bd:83:1c:95:ce:1b,89:1d:2d:79:fd:df,1169,496,113771,68924,SYN,4,2,TCP,DDoS
1970,126.36.29.169,29:94:93:60:a8:d6,36:08:80:81:26:59,3820,595,184136,102157,SYN,8,3,TCP,DDoS
1971,204.122.198.126,e8:dc:2c:a1:ea:e6,c3:bf:10:b0:0d:13,50,19,1158,844,NONE,4,2,ARP,ARP Poisoning
1972,11.151.22.8,0b:fc:ec:7d:6e:80,00:2c:a1:27:ef:21,288,12,50617,4615,,120,3,ARP,ARP Poisoning
1973,180.43.113.15,d1:08:10:aa:df:58,af:9c:2c:70:6e:5b,198,73,4668,2193,SYN,168,8,TCP,Brute Force
1974,151.244.101.138,03:dd:e3:c5:ff:16,ca:a8:06:12:82:8c,4321,675,152983,102922,SYN,5,8,TCP,DDoS
1975,19.43.157.173,ec:23:16:35:2c:c6,29:50:f5:54:18:0d,424,86,1779,2009,SYN,179,5,TCP,Brute Force
1976,81.118.188.240,51:d0:2d:8c:a5:cb,d2:16:6a:3c:e8:64,277,18,1105,1381,SYN,66,21,TCP,Port Scanning
1977,205.167.125.110,a4:9f:3f:64:2e:c3,c0:32:09:ab:d0:db,49,16,1059,545,NONE,3,4,ARP,ARP Poisoning
1978,207.135.99.148,0e:c7:36:39:3f:64,85:f9:07:d0:40:e8,295,5,813,1020,SYN,82,41,TCP,Port Scanning
1979,196.113.20.85,80:cb:3e:ab:5c:c4,dd:e4:01:85:4c:9f,4141,923,170254,126174,ACK,2,1,TCP,DDoS
1980,124.163.116.184,a7:82:8b:58:ba:ab,f7:6e:31:9c:c3:ed,43,18,1030,866,NONE,4,2,ARP,ARP Poisoning
1981,98.15.237.15,4b:8d:ca:cb:0e:2b,eb:56:49:c2:4a:f8,1837,774,50278,58219,SYN,8,7,UDP,DDoS
1982,42.245.0.140,50:26:cb:c9:fd:cc,23:26:f6:be:e4:7a,49,30,3673,1429,FIN,2,7,ICMP,Normal
1983,75.107.121.157,9e:b3:da:2b:c4:f8,f2:e5:e5:bc:8b:5f,393,63,15802,4434,SYN,162,1,TCP,Brute Force
1984,192.168.159.220,8d:39:50:dd:d2:e1,3e:7b:28:4b:df:5f,9,3.07,1065,223.37,,0,0,ARP,Normal
1985,240.36.68.76,ba:db:a7:79:67:4b,3e:5c:14:21:21:39,230,33,7226,6619,SYN,55,8,TCP,Brute Force
1986,168.231.162.247,14:78:97:64:56:d0,bf:2a:66:f1:02:20,186,42,675,2354,SYN,47,91,TCP,Port Scanning
1987,248.169.204.235,9c:00:81:97:1a:5c,a8:27:5f:f8:8a:a4,313,97,14158,2043,SYN,68,1,TCP,Brute Force
1988,107.106.208.202,51:02:3b:f8:02:28,7b:4b:9b:12:2d:f6,44,6,668,1028,PSH,8,9,UDP,Normal
1989,172.254.250.78,e9:d1:1d:0b:1b:1d,c3:b8:84:c6:1e:1c,156,44,687,2621,SYN,44,52,TCP,Port Scanning
1990,9.171.185.42,fa:b2:ce:ff:8e:c5,b5:eb:87:c5:ea:48,266,23,5880,446,SYN,71,85,TCP,Port Scanning
1991,190.204.226.37,5f:53:93:c4:96:25,49:fd:67:3b:82:1f,385,50,1433,2053,SYN,124,6,TCP,Brute Force
1992,111.61.209.166,67:2c:38:1c:3f:35,a6:e9:93:fb:e9:3b,32,30,2556,1175,URG,11,5,TCP,Normal
1993,32.81.234.195,0e:99:fb:55:9e:0f,dc:fa:b1:b3:af:8d,139,28,948,134,SYN,37,84,TCP,Port Scanning
1994,207.30.22.118,da:40:1c:93:30:bd,45:ec:df:4d:01:81,288,31,3377,3597,SYN,92,74,TCP,Port Scanning
1995,225.130.114.218,34:42:b7:d5:db:b3,26:d6:a2:7f:ab:43,25,1,1368,229,SYN,15,14,TCP,Normal
1996,204.96.189.91,04:6f:eb:1c:72:fc,fe:11:68:97:86:19,68,16,722,893,SYN,18,11,TCP,Normal
1997,53.158.229.150,00:f1:4d:c0:c9:a9,5a:7e:f0:19:1e:96,243,15,44781,2292,,161,4,ARP,ARP Poisoning
1998,29.208.173.165,5f:9c:df:26:d2:8f,3a:70:ca:d0:74:56,2434,526,143090,63850,SYN,2,8,UDP,DDoS
1999,72.231.152.66,be:71:cf:cf:db:a4,da:56:91:1b:a1:02,456,10,9743,7675,SYN,170,2,TCP,Brute Force
2000,51.117.11.165,06:af:09:f0:2e:86,e6:57:84:ba:34:b5,184,31,23714,2800,,150,4,ARP,ARP Poisoning
2001,135.142.3.39,b5:1c:df:fc:21:27,29:94:e0:4d:03:19,76,45,9490,125,SYN,32,35,TCP,Port Scanning
2002,115.73.190.113,ab:b7:f5:e1:58:32,4e:af:07:29:f8:b4,315,32,64871,3155,,94,4,ARP,ARP Poisoning
2003,161.177.131.124,04:4a:c3:a7:77:20,87:bd:ce:3f:ea:eb,382,94,6888,4394,SYN,115,5,TCP,Brute Force
2004,139.71.62.140,ef:17:90:53:0d:55,54:87:64:46:00:d0,175,25,8944,3478,SYN,50,82,UDP,Port Scanning
2005,151.167.26.216,31:6b:9a:9e:37:a0,22:e0:e2:51:d4:79,270,45,4207,8316,ACK,139,6,TCP,Brute Force
2006,22.252.226.225,b8:13:7e:23:b4:93,82:61:67:3a:da:06,73,2,1947,787,NONE,4,3,ARP,ARP Poisoning
2007,50.225.139.161,c2:66:eb:f9:7b:de,c1:22:2a:a2:91:da,3966,856,153583,128531,NONE,4,8,TCP,DDoS
2008,86.149.245.43,f8:e4:a1:44:74:bb,81:95:ab:86:a8:34,349,30,85014,4100,,91,2,ARP,ARP Poisoning
2009,110.208.194.1,10:42:81:03:df:f0,88:3c:78:cb:e5:a4,291,57,13353,8162,SYN,158,2,TCP,Brute Force
2010,232.114.207.116,2d:a0:b1:62:bb:d5,17:43:6f:f4:24:06,1280,689,133806,41683,ACK,8,2,UDP,DDoS
2011,192.137.127.18,c1:48:16:dd:4a:02,5f:5e:a3:e8:0a:fb,355,81,19066,8667,SYN,92,8,TCP,Brute Force
2012,118.14.82.204,dd:8d:9e:af:70:ed,f0:2e:e9:b5:a4:2b,238,36,9203,1696,NONE,54,60,UDP,Port Scanning
2013,153.130.125.105,3a:bd:d2:0a:60:de,76:f0:66:dd:86:5e,264,27,35718,2634,,110,2,ARP,ARP Poisoning
2014,132.13.220.21,b5:e2:03:d9:ab:16,47:a0:7e:cb:1b:c3,480,57,3110,12765,ACK,147,3,TCP,Brute Force
2015,138.116.152.238,90:3f:93:44:a1:22,bb:fa:08:ef:5b:d3,37,33,636,984,ACK,16,16,ICMP,Normal
2016,113.174.36.234,a3:c7:6e:8a:61:ac,fa:c8:d8:cb:77:84,224,81,6010,12415,SYN,162,9,TCP,Brute Force
2017,135.20.179.131,bf:7f:c7:5e:9a:27,1e:e5:9a:6b:af:b2,25,7,1659,325,SYN,6,1,UDP,Normal
2018,184.2.10.104,9b:25:4c:b9:d4:06,7b:72:c7:b7:f7:ee,351,60,11181,2151,SYN,62,5,TCP,Brute Force
2019,9.212.193.228,04:d1:df:f9:7f:10,3a:db:65:d1:19:9f,18,17,1240,1457,FIN,19,10,TCP,Normal
2020,26.85.97.132,b5:76:65:04:3b:c7,dd:b1:00:fa:d9:cc,71,48,4215,1763,SYN,15,5,TCP,Normal
2021,241.155.250.227,1d:19:60:e8:76:dc,8e:2d:f4:11:83:13,3444,548,193733,122701,ACK,5,9,TCP,DDoS
2022,12.67.103.56,7d:15:3a:9e:60:4d,06:99:23:0a:5a:18,48,2,1036,428,NONE,2,1,ARP,ARP Poisoning
2023,53.175.230.153,c3:24:84:59:90:5d,da:a1:3a:c5:e5:c3,221,15,8060,3713,SYN,88,50,UDP,Port Scanning
2024,45.153.29.12,c7:2f:cc:de:fd:9c,1b:a5:ac:df:7e:dc,33,17,382,53,NONE,3,4,ARP,ARP Poisoning
2025,213.171.37.48,66:18:88:00:ba:9c,e2:10:39:4c:e0:aa,274,6,8861,4657,SYN,55,45,TCP,Port Scanning
2026,31.84.28.25,58:0c:a6:30:71:67,74:b0:74:45:90:20,23,17,1678,935,NONE,4,1,ARP,ARP Poisoning
2027,249.129.137.114,5a:54:85:db:87:07,67:22:10:7c:54:98,182,62,14308,2288,SYN,101,7,TCP,Brute Force
2028,192.168.69.97,45:e1:5b:ba:72:46,34:2f:81:ab:05:8b,20,2.27,1764,330.39,,0,0,ARP,Normal
2029,21.163.221.162,ea:55:58:55:52:20,38:ff:fb:4c:54:03,240,79,16001,6817,ACK,91,9,TCP,Brute Force
2030,192.168.86.36,8a:00:78:9b:d0:b2,1a:53:9b:3c:e6:80,13,2.04,2607,316.69,FIN,5,1,TCP,Normal
2031,23.228.176.194,93:88:10:f9:f6:ab,c9:e3:f5:72:05:7d,2115,510,102066,55212,SYN,5,4,UDP,DDoS
2032,129.96.234.133,83:8d:7b:b5:45:2c,d2:14:a3:76:2c:71,3571,854,84489,119400,NONE,5,9,TCP,DDoS
2033,55.110.134.96,b1:2e:6e:69:9a:a0,0c:24:53:82:cf:2e,251,25,2705,4853,SYN,27,95,TCP,Port Scanning
2034,15.171.243.5,b6:fd:64:93:37:09,79:3f:c1:0d:44:9e,3784,608,85966,78310,NONE,7,9,ICMP,DDoS
2035,187.134.102.50,06:0c:94:8d:43:e9,8b:a1:b5:2c:3e:5b,460,40,51397,2431,,148,3,ARP,ARP Poisoning
2036,150.8.245.139,d6:b2:6c:05:3b:4f,2c:1f:6d:fc:d8:96,415,28,82735,3935,,106,3,ARP,ARP Poisoning
2037,202.94.231.219,c4:c6:08:a2:5d:fb,65:79:ee:96:64:14,32,49,1771,1172,FIN,1,1,ICMP,Normal
2038,44.252.198.61,ec:5b:c6:01:70:32,f1:0f:1d:52:90:29,163,98,16202,9855,SYN,98,8,TCP,Brute Force
2039,22.201.197.133,56:7d:ea:92:eb:20,c6:1b:59:2f:9d:57,18,2,174,1289,FIN,1,18,UDP,Normal
2040,74.24.116.108,0a:59:04:9b:49:93,31:8d:79:7e:7e:ef,138,32,13732,5698,SYN,77,8,TCP,Brute Force
2041,81.224.177.160,cc:e0:8c:a0:e3:4a,ac:61:00:09:5a:8e,22,7,1151,999,NONE,1,4,ARP,ARP Poisoning
2042,142.211.45.16,9e:ba:8c:55:18:88,54:df:41:28:6a:59,441,90,3719,7547,SYN,134,7,TCP,Brute Force
2043,237.64.231.139,52:92:5c:57:be:26,d2:09:af:15:a8:be,47,9,4015,1868,NONE,17,2,UDP,Normal
2044,242.147.13.23,d4:40:11:46:e0:44,07:54:3d:89:a3:ae,389,47,16355,3539,SYN,179,4,TCP,Brute Force
2045,192.168.245.42,23:c0:0d:b0:e2:64,fb:73:b8:11:cf:c2,9,1.93,612,262.16,,0,0,ARP,Normal
2046,31.251.250.167,46:89:5f:89:b6:da,25:c0:98:82:e9:b8,335,43,80341,2491,,74,2,ARP,ARP Poisoning
2047,245.110.85.172,20:8e:7b:9a:fe:2f,ef:e7:8e:25:ee:68,61,17,1665,890,NONE,4,4,ARP,ARP Poisoning
2048,149.84.1.202,ed:14:d2:d6:97:9e,54:f6:11:cd:03:bb,266,21,18533,1474,SYN,95,7,TCP,Brute Force
2049,43.19.160.138,ff:88:5b:26:3a:f2,f9:a4:72:64:ee:fb,316,51,12488,13379,ACK,185,6,TCP,Brute Force
2050,219.56.130.35,6d:d1:1d:75:58:51,74:57:37:b6:be:2d,75,8,4140,1446,PSH,13,5,UDP,Normal
2051,189.250.92.85,9c:50:2d:04:24:18,e0:0a:21:06:83:42,1500,205,191023,139998,ACK,7,9,ICMP,DDoS
2052,38.245.103.147,76:13:40:6a:93:9a,58:c9:30:fd:0c:cb,66,15,1929,818,NONE,3,1,ARP,ARP Poisoning
2053,39.90.143.234,bc:a9:46:04:65:c3,b8:78:6b:92:ba:14,299,29,5155,982,SYN,89,54,TCP,Port Scanning
2054,186.107.238.152,24:ce:88:1f:96:47,cb:cb:83:ae:39:96,354,59,15036,12476,SYN,169,7,TCP,Brute Force
2055,231.150.153.89,f9:4c:e8:4e:00:8e,64:39:1c:1b:97:ef,442,39,79079,4083,,65,3,ARP,ARP Poisoning
2056,30.222.141.251,2e:7f:a9:a8:5f:76,c4:26:ac:71:c3:65,35,18,4997,213,PSH,11,2,TCP,Normal
2057,23.18.86.74,0e:d2:69:2e:da:6b,1e:b7:92:e8:9d:5b,1850,477,106926,21900,SYN,8,1,TCP,DDoS
2058,12.249.183.161,54:24:84:46:62:53,d8:f6:34:74:06:3f,131,43,43696,3094,,94,3,ARP,ARP Poisoning
2059,27.171.49.159,95:17:94:96:93:7e,9c:5c:80:03:2a:21,298,12,15610,8882,SYN,101,1,TCP,Brute Force
2060,169.184.118.6,31:74:b8:75:b2:be,1c:c4:74:60:f7:51,255,32,37719,3832,,107,3,ARP,ARP Poisoning
2061,168.143.129.235,fe:85:47:48:69:fb,e9:ef:1d:76:83:d6,2998,631,141019,54165,SYN,6,2,TCP,DDoS
2062,223.215.58.130,eb:12:60:13:58:8a,38:60:0a:3a:f1:78,294,20,19286,3366,SYN,72,4,TCP,Brute Force
2063,18.67.112.135,26:54:2c:a6:7a:3c,b3:05:fa:89:65:62,350,41,78939,4931,,36,3,ARP,ARP Poisoning
2064,148.15.211.104,2e:8e:38:f1:06:45,9c:92:86:f7:0e:0b,167,19,1616,3576,NONE,33,72,TCP,Port Scanning
2065,196.188.106.180,b3:db:0a:18:95:84,b1:6f:99:38:90:f2,28,11,1604,391,NONE,4,13,ICMP,Normal
2066,189.37.81.213,44:45:75:1b:ae:ea,47:93:2d:91:74:95,61,46,8502,2828,SYN,89,79,TCP,Port Scanning
2067,73.44.253.232,81:ee:ce:1b:84:af,18:b0:3a:36:f9:58,1003,361,127198,115914,SYN,4,7,UDP,DDoS
2068,145.72.188.214,06:25:2d:64:ed:a8,f4:c1:6a:d3:ea:03,103,12,592,436,SYN,25,66,TCP,Port Scanning
2069,192.168.125.90,26:39:13:1f:12:f7,dc:e4:0c:f2:d8:81,46,1.19,4173,1636.35,FIN,4,9,TCP,Normal
2070,192.168.135.67,47:48:56:be:00:2f,d0:47:e6:a7:1a:37,17,2.62,1491,316.97,,0,0,ARP,Normal
2071,165.180.167.158,d6:77:ae:29:52:f9,28:f5:97:56:1f:b5,73,9,216,240,NONE,3,4,ARP,ARP Poisoning
2072,213.113.207.71,07:41:df:93:31:53,6e:2c:59:48:81:d6,87,5,1405,4261,SYN,69,81,TCP,Port Scanning
2073,106.135.102.166,a4:10:66:7d:c5:d4,ec:4c:b6:11:d5:97,72,6,202,267,NONE,2,4,ARP,ARP Poisoning
2074,231.27.162.217,86:f6:ce:09:ff:f6,fa:ed:b9:2d:4b:cf,2826,698,144900,53488,NONE,1,9,TCP,DDoS
2075,183.55.167.90,58:16:2a:6f:90:b6,41:d7:f4:37:ba:86,175,21,902,541,SYN,95,63,TCP,Port Scanning
2076,165.163.19.212,4b:d4:ae:aa:b4:cc,48:5e:e0:0e:92:62,114,32,9226,6610,SYN,84,1,TCP,Brute Force
2077,47.62.212.162,5e:0b:ac:1f:ea:b8,56:55:b1:de:11:24,41,14,1401,193,URG,6,18,UDP,Normal
2078,159.237.135.249,c2:6c:88:91:90:17,42:5b:75:41:b6:0f,93,9,1818,754,NONE,2,1,ARP,ARP Poisoning
2079,212.138.46.204,bf:73:06:6e:66:6b,4c:19:75:69:6f:8f,443,68,13837,1352,SYN,121,9,TCP,Brute Force
2080,219.182.108.210,01:a2:8d:17:a5:1f,d5:bd:63:df:74:6a,105,84,15018,1438,SYN,121,7,TCP,Brute Force
2081,112.252.249.193,5c:9c:ab:9b:01:99,42:3f:2e:c6:c0:1b,86,40,1223,1625,RST,13,5,ICMP,Normal
2082,60.174.42.55,55:bd:7d:e3:f5:de,ac:6a:c9:6f:47:b6,4354,256,92237,41899,SYN,8,8,TCP,DDoS
2083,42.202.229.72,45:5c:c5:f0:05:d8,41:14:c5:97:8d:25,275,24,7777,3011,SYN,83,32,TCP,Port Scanning
2084,144.7.166.183,e5:6c:8f:a9:82:bf,5e:5e:69:cf:54:8c,36,18,4002,912,URG,2,5,ICMP,Normal
2085,225.193.10.70,92:57:cb:ea:33:97,a7:08:05:1b:74:80,82,17,1945,84,NONE,4,4,ARP,ARP Poisoning
2086,59.33.198.20,4d:90:af:de:75:ff,75:7a:6b:48:d7:05,1700,778,70689,73663,SYN,7,5,TCP,DDoS
2087,201.92.196.22,10:f4:a2:74:82:28,45:64:4d:fe:87:af,38,31,507,539,SYN,11,19,UDP,Normal
2088,242.30.214.97,5b:04:35:7f:38:42,3b:4f:44:bf:0c:37,241,66,16127,8090,SYN,72,9,TCP,Brute Force
2089,112.143.214.3,b8:1b:f7:d4:f5:d9,73:71:96:ea:62:c1,82,11,1917,614,NONE,2,2,ARP,ARP Poisoning
2090,22.167.195.13,0e:34:6d:78:51:12,a9:d5:2e:a2:57:15,24,17,1796,812,NONE,2,3,ARP,ARP Poisoning
2091,251.2.15.62,f3:de:00:50:dd:5b,88:f8:bd:2d:33:bf,2424,933,171853,131204,ACK,3,1,TCP,DDoS
2092,192.168.251.165,8f:b9:cd:7b:2e:23,63:f7:7a:84:d1:39,3,9.91,3790,1853.08,FIN,4,9,TCP,Normal
2093,168.111.82.104,3f:96:2b:00:d4:c5,39:d8:15:fe:15:f8,30,37,3134,1751,NONE,17,11,UDP,Normal
2094,10.251.104.185,f9:20:8c:19:fb:78,2f:b9:ff:64:61:02,30,13,1690,801,RST,9,15,UDP,Normal
2095,149.108.107.34,86:59:3f:eb:60:6c,4f:bc:a1:ff:a9:29,4554,990,157140,103173,ACK,1,6,ICMP,DDoS
2096,193.1.84.63,9f:33:ef:c4:7c:f6,59:a1:03:05:50:74,94,12,5273,2391,SYN,99,77,TCP,Port Scanning
2097,167.87.238.11,6e:5a:db:96:43:94,fd:84:6d:97:3e:66,188,38,88642,3325,,69,3,ARP,ARP Poisoning
2098,192.168.191.19,64:e9:d7:34:f7:4f,42:a4:7f:ce:86:43,19,0.59,927,156.12,,0,0,ARP,Normal
2099,212.209.248.189,99:4e:c7:0b:41:c0,44:9e:b0:1e:bd:75,125,41,45112,4399,,85,5,ARP,ARP Poisoning
2100,49.181.88.211,8a:b4:a3:e1:58:42,80:d2:c2:49:7f:6b,90,18,240,181,NONE,3,4,ARP,ARP Poisoning
2101,190.11.52.92,f1:fa:47:b3:cd:0f,3b:46:18:40:85:0e,359,30,15126,13662,ACK,171,8,TCP,Brute Force
2102,221.103.179.107,e0:aa:ef:2e:f1:53,dc:69:d2:fb:58:6b,389,61,16515,14835,ACK,151,6,TCP,Brute Force
